pathway	description	W1_CLT_1_tags	W1_CLT_2_tags	W1_CLT_3_tags	W1_CLT_4_tags	W1_CLT_5_tags	W1_DSS_1_tags	W1_DSS_2_tags	W1_DSS_3_tags	W1_DSS_4_tags	W1_DSS_5_tags	W1_LbGP_1_tags	W1_LbGP_2_tags	W1_LbGP_3_tags	W1_LbGP_4_tags	W1_LbGP_5_tags	W2_CLT_1_tags	W2_CLT_2_tags	W2_CLT_3_tags	W2_CLT_4_tags	W2_CLT_5_tags	W2_DSS_1_tags	W2_DSS_2_tags	W2_DSS_3_tags	W2_DSS_4_tags	W2_DSS_5_tags	W2_LbGP_1_tags	W2_LbGP_2_tags	W2_LbGP_3_tags	W2_LbGP_4_tags	W2_LbGP_5_tags	W3_CLT_1_tags	W3_CLT_2_tags	W3_CLT_3_tags	W3_CLT_4_tags	W3_CLT_5_tags	W3_DSS_1_tags	W3_DSS_2_tags	W3_DSS_3_tags	W3_DSS_4_tags	W3_DSS_5_tags	W3_LbGP_1_tags	W3_LbGP_2_tags	W3_LbGP_3_tags	W3_LbGP_4_tags	W3_LbGP_5_tags
PWY-2942	L-lysine biosynthesis III	17295.042	23971.7863	11358.9159	18206.3013	2940.4857	15158.7686	27749.1422	19004.1787	31857.803	6683.736	20097.986	12681.9748	28385.501	23629.1889	29901.0458	22857.7211	17147.8175	20393.9514	28395.4808	22267.089	24980.4727	27180.4935	30814.5688	29112.7264	13204.3979	13358.8534	13865.783000000001	14369.3107	8214.0525	13366.1596	7593.6629	17358.2082	12808.7225	11411.9805	7825.04	21608.3105	4093.597	8655.2812	6278.2807	29038.1799	7316.8668	7312.3673	18832.5564	11852.9138	17344.3288
PWY-3001	superpathway of L-isoleucine biosynthesis I	13001.6547	4794.622	8176.9057	16315.4119	2071.3801	15129.7361	29501.4021	15701.8783	33340.9702	5986.3693	17936.2941	12581.7054	29984.5705	23325.3921	31359.6264	17590.4474	8276.6234	18193.0099	19167.5093	19639.4558	24871.904	26481.0662	30117.6848	29382.6401	12346.2801	10393.2986	11030.9496	11013.7681	7272.861999999999	9292.0493	5617.2975	13193.5445	11602.1242	6033.7678	7505.5209	20909.7651	3238.8854	4871.5402	5457.5492	30018.9585	5923.4873	7165.3078	16602.4163	10842.9675	13285.3019
PWY-4984	urea cycle	1320.5165	486.4228	772.2756	2397.4443	366.29400000000004	8227.8719	18059.3458	12802.5842	20215.2547	3489.3436	11087.143999999998	8233.8205	16685.1028	13592.3941	17369.6968	944.0597	635.5308	1221.7549	1206.9611	1942.4536	15747.0365	17139.1357	21095.9103	18254.5817	8426.3182	4107.1568	2602.8609	4002.6948	1982.2876	3825.9201	656.9764	695.8206	1781.4592	1059.6736	2547.5219	10000.3742	817.3566	627.2107	1761.7566	11878.4202	1516.9433	1094.7569	1834.9102	2146.5268	2142.992
PWY-5097	L-lysine biosynthesis VI	17243.8824	23959.2188	11404.9806	18404.7625	2930.9486	14883.6259	27071.9037	18743.1758	31102.5711	6708.9743	19774.2982	12639.6355	27766.8644	23182.4298	29211.2217	23226.6543	17120.0653	20952.8613	28906.8073	22906.2727	24463.8087	26661.9632	30220.4131	28504.0056	13158.6733	13376.1785	14031.1625	14264.6574	8346.4814	13337.56	7613.8828	17359.6177	13062.5283	11375.3007	7913.4607	21109.5153	4132.2821	8683.6025	6435.1481	28232.6363	7380.4266	7317.8968	18961.6209	11759.4935	17463.6673
PWY-5100	pyruvate fermentation to acetate and lactate II	17872.9155	32671.3423	11807.2694	15075.3942	3293.5104	13308.4085	22676.5025	12456.4139	26516.7322	5036.436	17395.2929	11084.9332	24302.5885	21109.9084	25372.2019	20779.2609	20479.9897	15561.126	28032.2644	17257.7152	16834.2429	21423.8558	19636.2945	22043.4071	10740.482	13152.7108	12709.6659	15659.323	6601.1947	15461.4506	8107.7896	19658.0577	10112.4805	14062.5965	5651.2193	16711.8267	3738.8207	10464.7615	5042.5669	21193.9384	6673.3038	6125.7833	16622.7782	10650.3272	16624.8268
PWY-5101	L-isoleucine biosynthesis II	13092.162	2917.6136	7785.3635	18405.9041	1805.5743	17207.4113	33658.0938	21898.4405	38202.8855	7262.5667	21898.6904	14042.827	33866.442	27008.9325	35682.6631	18811.9006	6918.3479	20306.2237	19313.427	21988.7528	29480.4623	31500.5516	36573.1751	34343.3344	14571.6032	11124.8063	11791.2591	11159.8494	7991.8207	8374.5822	5450.562	12841.5841	12700.7179	4729.1481	8521.9749	24771.7639	3440.3794	4196.5482	6453.7058	34388.1767	6251.6298	7836.7035	20051.543	11740.4345	14025.8219
PWY-5103	L-isoleucine biosynthesis III	10925.3047	2342.7870000000003	6545.8594	15929.4225	1499.5249	15554.5883	28312.715	18968.2108	31965.6045	6042.7116	16729.2725	11932.4716	28697.8045	22080.1381	30157.1109	16114.7309	5429.9532	17674.1257	16216.0762	19037.2368	25500.0131	26481.5603	31565.6388	29046.5495	11917.0154	8956.7268	9965.2647	8549.8006	6759.3654	6549.5507	4557.5863	10722.5147	10901.6311	3739.0846	7224.9132	19782.979	2881.37	3457.0668	5395.2771	29151.8342	5258.4632	6739.2192	16830.1878	10072.9824	11792.6438
PWY-5104	L-isoleucine biosynthesis IV	12037.6671	2523.7117	7006.2189	16390.6266	1598.5868	14948.0152	30524.4418	19377.4318	34501.4715	6613.811	20130.2367	12763.5895	31301.1112	24501.7259	32747.7013	16873.3301	6583.5292	18119.4215	17484.462	19677.6465	27021.5445	28741.193	33534.4831	31559.3278	13544.1469	10164.3678	10535.9956	9391.7354	7239.5105	7306.7937	4954.9526	11893.4633	11486.731000000002	4313.6213	7915.1524	23056.8161	3112.4398	3758.03	5972.885	31844.35	5609.8729	7174.1967	19019.5817	10513.7434	12735.3351
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	10154.546999999999	2626.3141	6217.5833	14250.4381	1477.0809	11326.056	20062.3776	16914.5288	23501.6574	5298.6085	14387.2671	9528.6134	22824.3159	18124.2657	23930.9325	14815.3012	5655.2442	14842.7242	15256.9949	16405.3898	21844.2069	22825.7917	26952.4024	24282.6167	10159.1978	8140.7655	9109.3202	8004.7242	6005.8546	6561.47	4289.1086	10102.1385	9668.0189	3906.9591	6084.7206	16522.5184	2642.5534	3597.6787	4621.4119	23781.9833	4821.9471	5939.8024	14035.2316	9191.8461	10898.0212
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	5770.2255	1774.3857	4054.2167	7075.5864	1102.2008	12084.4755	23328.3443	10667.596000000001	26213.4543	2475.4413	11995.5271	8984.7383	23729.4303	17836.1818	24536.6866	4304.5636	2178.7447	6392.1953	1266.0739	5122.7536	18969.1173	19000.057	21851.3869	21906.087000000003	7013.1261	3705.8616	4368.1643	5611.1414	3620.1554	4570.3376	2038.2522	962.7065	5565.2216	2848.2592	4130.5799	15882.0559	1511.4771	774.7762	1293.4526	21483.6589	3037.72	5186.3613	6791.5318	7518.8693	5482.9633
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	5922.2749	773.9514	3057.2044	9309.6897	495.8233	8665.4706	14281.6457	11557.0365	15832.6773	4082.7517	8200.9778	6803.8156	11570.1302	9602.6676	12207.2999	10850.0796	2788.8158	13852.4954	11440.1842	14213.9977	11749.5418	13032.9731	16480.5135	13620.135	6841.8571	4539.6686	5769.9718	2586.5608	4050.1361	2565.1374	1913.4577	4356.7390000000005	6584.6774	1162.3045	4304.8151	6752.7131	1568.0410000000002	1456.4681	3995.7501	7898.6003	2600.6688	2745.8878	11126.9994	3600.9026	6244.3399
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	5720.0898	731.9065	2922.9374	8979.2101	464.6793	8449.4952	13674.2576	11165.3842	15142.101	3997.2608	7857.4696	6554.9142	10878.1654	9097.6903	11490.1991	10672.1325	2708.9626	13760.0573	11382.8721	14049.5656	11116.3753	12410.565	15727.642	12926.6153	6602.4912	4368.735	5595.3640000000005	2416.2397	3924.1871	2436.2101	1814.5695	4119.2609999999995	6371.7663	1089.9146	4154.9372	6310.0317	1512.9442	1389.1544	3949.7788	7292.5486	2488.6921	2577.8517	10843.0583	3363.1062	6012.7312
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	262.0	89.0	137.0	498.0	69.0	2392.0	9744.0	3097.0	10864.0	818.0	4952.0	1331.0	7530.0	6546.0	9589.0	165.0	106.0	205.0	227.0	380.0	7276.0	7090.0	8240.0	9035.0	2222.0	958.0	457.0	2184.0	382.0	1056.0	117.0	108.0	339.0	234.0	608.0	9898.0	143.0	97.0	353.0	17515.0	284.0	194.0	335.0	460.0	377.0
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	5755.1629	459.5154	840.8943	7054.5806	320.5577	11105.649	18567.9866	16749.7172	20884.6277	3813.1574	6937.8873	6499.775	11227.313999999998	10760.2971	13263.0151	5600.4606	370.1361	7109.4976	1731.2087	4861.1513	15385.0999	16840.3712	21251.6023	15805.5521	4222.2729	2136.4581	2243.1415	831.0041	637.7346	873.1968	470.8313	2393.5778	566.7462	353.2826	467.0045	608.9432	343.8888	287.8413	297.4032	559.7214	441.9577	832.3706	2152.0357	4664.2746	2460.1163
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	1000.6439999999999	767.7191	633.9914	976.4041	517.7262	12625.2847	20410.4026	2379.5034	22626.2543	477.6258	6514.1863	7862.1372	13038.473	11793.5041	14647.4166	452.8101	635.0392	10536.635	475.9789	8168.8778	979.4926	4721.6809	2988.5226	6984.7651	1098.8310000000001	3245.2171	1653.8867	1101.5089	886.8565	1219.8489	53.2643	69.611	81.2352	82.8585	74.0326	728.4869	193.5968	114.4267	71.5068	334.4795	99.0243	67.143	65.0598	55.7492	48.8578
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	4861.7	885.0936	2972.0964	7431.4794	497.4716	11535.5791	15243.1822	13909.9534	17208.9001	2776.2821	5754.2357	7222.289000000001	7296.848000000001	8063.6958	9325.8365	10035.7086	295.2091	15543.9892	12577.5152	15478.9057	10720.6273	12589.0588	15906.2303	11609.7154	3544.5959	4034.692	6004.8638	2622.2437	4230.9193	2886.1246	1473.0034	1785.9028	6854.4528	284.6012	3418.2652	553.4132	1561.9878	1421.8935	3456.9202	434.8906	2724.6915	1938.9978	5464.8889	3581.4282	5250.2966
PWY-5484	glycolysis II (from fructose 6-phosphate)	15592.2891	10077.3602	10561.5117	17025.9279	2814.7443	18631.3854	32555.5517	18462.1297	37324.1412	6348.9296	21615.6761	13360.1197	30485.7713	26725.2462	32957.3487	20936.1995	12987.9473	14960.5221	25557.0358	16605.376	25326.2594	28402.0699	31110.9685	30789.3952	12801.621000000001	13156.8947	13213.6416	14088.2043	7546.2329	12448.9917	6701.0971	12469.2039	10939.597	8663.3944	6809.4324	21616.6012	3878.6059	6194.3065	5023.7765	28840.6023	6930.302	6940.3589	16684.43	11617.2717	16104.2547
PWY-5505	L-glutamate and L-glutamine biosynthesis	2272.0789	915.7729	4211.5833	12205.8959	505.6037	1455.3774	585.6436	1125.4921	1017.0772	2969.8884	1226.08	5788.5978	1514.5789	3266.1457	1283.0819	13623.3373	949.2371	16905.1363	15900.2244	19284.4234	187.7032	179.5006	181.8132	272.7033	4625.5709	6769.4576	8384.2428	3305.4154	5507.1618	3486.1463	3546.9143	8885.659	9528.7649	675.0573	4774.1199	560.0555	2182.2921	3233.2632	4737.267	559.2903	4006.8959999999997	3208.3198	9141.8794	2770.259	8622.6014
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	1575.8114	584.1438	2013.9711	6613.2797	369.7805	8244.5748	17261.6981	9952.1641	19576.8048	3233.9309999999996	8014.7679	7658.9483	17273.6306	12970.5528	18410.7596	8120.8907	284.3965	12523.8255	9275.9494	12758.3164	15215.9675	14881.4658	17607.0677	16629.3183	6322.7886	3430.4654	4804.3102	5283.7121	3387.4	3900.4543	1054.6529	809.709	5263.1452	481.3211	2966.7881	10273.7616	1224.2891	961.7859	3188.5	17864.5	2128.3771	1514.8507	4239.8795	1349.6137	4101.3196
PWY-5659	GDP-mannose biosynthesis	10915.2698	1848.2926	4182.1807	11970.2798	1198.6537	7988.2668	23251.3769	19860.386000000002	27476.5059	4512.556	16022.7296	6704.9996	23683.8848	20334.8741	26222.3907	9184.6671	5332.3628	2582.1686	4249.3472	2866.4239	23796.5735	25672.9088	29495.6548	26563.2429	8164.5415	4385.2474	5301.3045	8403.0386	3222.1112	5337.2676	2620.153	4719.2532	4964.7873	3581.9535	3814.8054	19140.8434	1570.1563	1271.0658	1591.2613	30458.266	3075.8598	4804.4542	10040.9233	10494.0498	7150.5567
PWY-5667	CDP-diacylglycerol biosynthesis I	19563.043	27091.6616	11938.2701	17629.9292	3120.6141	17283.0264	29134.0344	18559.238	33051.9487	6919.769	20301.1188	13453.8563	23778.9884	21914.86	25305.0383	23860.4023	20650.4107	22466.9713	30688.0959	23439.5704	21248.6171	23561.3429	26502.418999999998	24680.5511	11587.993999999999	14354.649	14126.1899	14052.7984	8087.1941	13825.482	7987.9871	18038.0005	12240.161	12806.8256	6486.2496	17086.6236	4175.4819	9347.2888	6583.5992	22756.2463	7215.1758	6311.9188	17283.2315	11000.6123	18046.5668
PWY-5686	UMP biosynthesis	17926.6951	25773.222	11159.5715	18034.0027	2973.8083	14216.1078	24517.7998	20348.9836	28653.9358	6361.8266	18247.1286	11174.9632	24582.5181	21475.8187	26398.8802	22109.9475	17370.3404	18248.9598	26648.5631	19830.8867	23855.53	26307.1564	29915.4135	26988.2481	11263.783000000001	12456.803	13156.1676	13754.7034	7314.1501	13037.67	7508.8615	17822.2333	11469.9807	11847.7605	6443.8475	17596.8318	3819.836	8868.0163	5101.8138	23734.6558	6892.4803	6795.939	14784.1396	12449.6803	16689.8655
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	12933.7921	4204.8182	7310.0703	12253.7132	2188.9019	15466.3625	26819.0964	10992.9505	30339.7897	4050.1971	15842.7253	10964.6896	24812.9726	20665.4276	26315.7409	11436.8334	9402.6029	14233.6561	8744.7818	12472.7485	17394.5618	19209.4398	19883.5393	21421.7655	9130.3618	8584.1545	8128.3741	9474.7139	5739.8126	7408.3908	4325.9596	8780.3959	8597.7953	6021.4428	5632.2749	17143.9596	2638.7932	2396.4564	3546.1438	23892.3679	4812.1721	6071.2008	12546.805	9820.2792	10813.5949
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	4127.7337	320.7592	637.1225	4492.6935	224.5649	8655.7703	13367.1109	11136.0224	15010.7691	2268.6622	5255.4166	3576.8367	6775.1546	7195.7544	8625.2717	3292.9227	256.8496	3789.7951	937.6078	2529.345	9375.5687	10819.2231	13691.1001	10422.5452	2390.6767	1178.6212	1453.1793	484.0068	428.9439	467.3412	302.6588	1331.1714	348.4418	221.9203	273.5926	411.9239	225.2601	169.0675	165.77900000000002	353.4197	267.6619	569.1666	1467.6170000000002	3394.2517	1556.3999
PWY-5838	superpathway of menaquinol-8 biosynthesis I	8116.0114	881.6608	1777.6991	7612.0366	607.6375	11673.4614	20989.0306	15872.462	23870.547000000002	3604.9755	10769.4826	6375.3714	15052.1417	13978.1669	17779.1521	6253.2712	806.691	4713.4313	2305.2098	3833.7196	17482.3299	19355.58	23331.5707	19623.2281	5309.1204	2767.2662	3268.6121	1476.6887	1194.7091	1357.9373	869.5804	3023.3916	1056.4047	693.8212	827.9742	1351.875	626.0867	470.9273	485.4353	1178.0423	800.2262	1600.4244	3982.6564	6856.2183	3862.8764
PWY-5840	superpathway of menaquinol-7 biosynthesis	8183.2385	910.7515	1803.0647	7646.8274	616.8029	11372.1606	19726.7843	8413.0458	22109.2607	3480.0395	10314.002	6060.3752	12582.3559	12491.104	14722.9103	6439.3748	812.9273	4847.7229	2369.452	3965.0674	2001.4104	12103.8154	4707.5891	10040.7096	5107.9395	2826.4474	3343.2908	1484.4948	1201.1126	1374.6411	881.8728	3103.1806	1060.0563	700.5478	823.8732	1333.1171	632.7089	481.8434	488.167	1098.0308	805.6589	1566.9998	3947.0186	6612.1101	3926.5993
PWY-5845	superpathway of menaquinol-9 biosynthesis	1552.9687	662.1386	779.8996	1470.234	469.0166	11372.1606	19726.7843	3721.6439	22109.2607	728.2838	7489.1375	5912.0143	12582.3559	11669.975	14722.9103	715.7878	593.1608	4552.6317	643.7007	3631.4147	1611.1960000000001	6861.1534	4707.5891	9415.0747	1563.7698	2381.5815	1793.0945	1026.683	824.0086	1023.3844	85.3889	116.1636	127.9738	125.6285	115.3277	783.0266	246.1539	151.3842	104.366	434.9699	148.9727	110.1743	109.6218	94.911	82.5998
PWY-5850	superpathway of menaquinol-6 biosynthesis I	1552.9687	662.1386	779.8996	1470.234	469.0166	11372.1606	19726.7843	3721.6439	22109.2607	728.2838	7489.1375	5912.0143	12582.3559	11669.975	14722.9103	715.7878	593.1608	4552.6317	643.7007	3631.4147	1611.1960000000001	6861.1534	4707.5891	9415.0747	1563.7698	2381.5815	1793.0945	1026.683	824.0086	1023.3844	85.3889	116.1636	127.9738	125.6285	115.3277	783.0266	246.1539	151.3842	104.366	434.9699	148.9727	110.1743	109.6218	94.911	82.5998
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	320.3926	199.3503	181.2957	306.2198	144.4684	8774.501	12007.5868	817.4725	12916.9224	153.9819	2541.2995	3428.2391	5017.5436	5025.675	6032.1314	139.2052	161.8339	3645.9318	140.4937	2370.5046	308.3967	1659.4495	991.1944	2561.726	347.5501	940.0806	495.4859	276.2502	230.4122	305.659	16.0617	21.3091	24.2247	24.451	22.035	183.8228	55.5885	32.8872	20.9347	91.175	29.2233	20.3928	19.8792	17.1089	14.9417
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	320.3926	199.3503	181.2957	306.2198	144.4684	8774.501	12007.5868	817.4725	12916.9224	153.9819	2541.2995	3428.2391	5017.5436	5025.675	6032.1314	139.2052	161.8339	3645.9318	140.4937	2370.5046	308.3967	1659.4495	991.1944	2561.726	347.5501	940.0806	495.4859	276.2502	230.4122	305.659	16.0617	21.3091	24.2247	24.451	22.035	183.8228	55.5885	32.8872	20.9347	91.175	29.2233	20.3928	19.8792	17.1089	14.9417
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	320.3926	199.3503	181.2957	306.2198	144.4684	8774.501	12007.5868	817.4725	12916.9224	153.9819	2541.2995	3428.2391	5017.5436	5025.675	6032.1314	139.2052	161.8339	3645.9318	140.4937	2370.5046	308.3967	1659.4495	991.1944	2561.726	347.5501	940.0806	495.4859	276.2502	230.4122	305.659	16.0617	21.3091	24.2247	24.451	22.035	183.8228	55.5885	32.8872	20.9347	91.175	29.2233	20.3928	19.8792	17.1089	14.9417
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	1091.2702	500.9647	548.2982	1027.1507	348.5778	10773.4524	16590.8785	2656.2843	18605.0142	513.1615	5842.9534	5094.9715	9720.3456	9389.5168	11496.4594	493.3495	415.2286	4470.7433	457.5528	3408.5993	1094.5259	4968.3139	3286.0768	6940.1405	1099.6528	1945.1912	1349.8975	720.2475	585.7244	743.8983	57.5376	78.2106	85.8372	84.7233	77.3786	527.472	171.5909	106.0153	70.7051	291.0109	100.6546	73.8008	73.285	63.4431	55.2668
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	7391.463000000001	698.2772	1343.5659	6649.9298	467.4653	11183.6443	17952.9227	14722.9135	20515.7568	3276.978	9079.4611	5623.2934	12002.4914	11726.4937	14394.7548	5839.6932	575.0647	4707.2961	1976.4229	3682.1779	14608.5389	16624.9866	20011.8526	16337.1048	4297.5609	2345.7334	2753.5713	1060.2407	875.3088	1017.1269	650.0985	2707.8036	741.447	493.8033	578.4656	917.6321	469.5054	369.1071	349.5577	792.9696	574.5556	1146.1851	2953.6079	5660.5894	3100.5684
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	1091.2702	500.9647	548.2982	1027.1507	348.5778	10773.4524	16590.8785	2656.2843	18605.0142	513.1615	5842.9534	5094.9715	9720.3456	9389.5168	11496.4594	493.3495	415.2286	4470.7433	457.5528	3408.5993	1094.5259	4968.3139	3286.0768	6940.1405	1099.6528	1945.1912	1349.8975	720.2475	585.7244	743.8983	57.5376	78.2106	85.8372	84.7233	77.3786	527.472	171.5909	106.0153	70.7051	291.0109	100.6546	73.8008	73.285	63.4431	55.2668
PWY-5863	superpathway of phylloquinol biosynthesis	4532.0202	365.8623	721.1032	4916.8438	253.4008	8337.7811	13129.4087	11591.1789	14976.9607	2427.6013	5673.4818	3794.9281	7301.448	7670.4476	9196.4106	3666.5452	292.8004	4144.369000000001	1064.988	2819.2984	9983.7666	11465.812	14392.6089	11064.8103	2622.7417	1323.8184	1628.8094	549.9033	485.0229	530.9102	343.541	1501.995	396.0677	252.8473	310.1727	468.7027	254.7907	192.6166	188.2948	402.8017	303.8584	640.8787	1644.2325	3706.9167	1750.2389
PWY-5896	superpathway of menaquinol-10 biosynthesis	1552.9687	662.1386	779.8996	1470.234	469.0166	11372.1606	19726.7843	3721.6439	22109.2607	728.2838	7489.1375	5912.0143	12582.3559	11669.975	14722.9103	715.7878	593.1608	4552.6317	643.7007	3631.4147	1611.1960000000001	6861.1534	4707.5891	9415.0747	1563.7698	2381.5815	1793.0945	1026.683	824.0086	1023.3844	85.3889	116.1636	127.9738	125.6285	115.3277	783.0266	246.1539	151.3842	104.366	434.9699	148.9727	110.1743	109.6218	94.911	82.5998
PWY-5897	superpathway of menaquinol-11 biosynthesis	7830.8436	815.6342	1628.3612	7415.3858	560.5653	11565.329	20465.2196	15603.9111	23270.1394	3517.2127	10270.608	6141.3391	14128.7915	13378.8271	16853.0968	6064.3574	719.7974	4683.0199	2152.9962	3765.441	16747.9457	18658.0292	22552.9356	18795.2687	4989.2705	2602.7743	3099.6824	1325.6486	1088.3514	1231.7591	791.3905	2853.4685	946.9605	620.938	741.1794	1193.1412	572.4	431.7562	437.3083	1036.2915	721.3262	1452.1042	3632.5622	6562.0322	3605.9308
PWY-5898	superpathway of menaquinol-12 biosynthesis	7830.8436	815.6342	1628.3612	7415.3858	560.5653	11565.329	20465.2196	15603.9111	23270.1394	3517.2127	10270.608	6141.3391	14128.7915	13378.8271	16853.0968	6064.3574	719.7974	4683.0199	2152.9962	3765.441	16747.9457	18658.0292	22552.9356	18795.2687	4989.2705	2602.7743	3099.6824	1325.6486	1088.3514	1231.7591	791.3905	2853.4685	946.9605	620.938	741.1794	1193.1412	572.4	431.7562	437.3083	1036.2915	721.3262	1452.1042	3632.5622	6562.0322	3605.9308
PWY-5899	superpathway of menaquinol-13 biosynthesis	7830.8436	815.6342	1628.3612	7415.3858	560.5653	11565.329	20465.2196	15603.9111	23270.1394	3517.2127	10270.608	6141.3391	14128.7915	13378.8271	16853.0968	6064.3574	719.7974	4683.0199	2152.9962	3765.441	16747.9457	18658.0292	22552.9356	18795.2687	4989.2705	2602.7743	3099.6824	1325.6486	1088.3514	1231.7591	791.3905	2853.4685	946.9605	620.938	741.1794	1193.1412	572.4	431.7562	437.3083	1036.2915	721.3262	1452.1042	3632.5622	6562.0322	3605.9308
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	3110.4817	1594.7206	4245.5068	3033.3472	677.7574	1616.1073	747.8839999999999	963.2062	1260.7319	974.8115	1704.6621	1042.7796	1143.7992	2920.6685	1210.337	8241.3792	1533.5988	1522.4109	12877.0259	2241.3781	145.8956	280.0502	216.2047	394.9802	1989.3515	5449.7383	4885.2376	3857.1017	1609.6908	4243.8353	3261.7153	8411.1991	1723.3954	1078.1547	410.7242	803.4728	1450.7572	4003.6876	721.0014	469.574	2517.3459	804.2447	3280.1596	2461.9728	6558.6642
PWY-5913	TCA cycle VI (obligate autotrophs)	5463.8747	941.5546	3047.6531	10116.3839	621.6417	12677.1325	24831.6946	18765.5589	28138.3621	4901.0248	12531.8487	10108.7622	25050.1861	18579.7798	26509.3136	9278.7512	572.3316	7170.6728	5214.0934	6613.4358	24235.0503	24341.8451	29747.4874	26079.2799	9244.8638	4511.8878	4969.5604	6403.9703	3092.547	4826.2443	1704.2249	2323.7219	3849.8902	895.3423	4154.3333	14297.5571	1429.5556	1388.5521	2874.6131	17565.0107	2107.9587	2677.6763	7147.3875	4527.1083	6204.1591
PWY-5918	superpathay of heme biosynthesis from glutamate	690.3384	395.7037	429.1218	674.1111	273.2068	8272.4364	12349.5476	1571.2198	13441.2981	337.1117	4239.08	4921.1166	7800.6329	6890.7676	8555.3151	321.449	457.865	6819.5264	338.5549	5262.1733	684.9168	3181.7909	2062.0529	4597.522	775.5262	2068.3611	1118.0949	698.2968	605.361	772.7797	37.7633	49.5441	57.8227	57.7943	52.7201	507.1038	134.8834	79.9527	51.0133	235.4451	70.0739	47.5684	46.4839	39.5179	34.8411
PWY-5971	palmitate biosynthesis II (bacteria and plants)	955.2622	868.8823	752.0289	1049.3627	613.4918	14267.3402	20782.9972	13939.5128	24018.3958	2354.8271	8858.360999999999	11781.9648	27178.475	18907.4388	26298.751	620.9646	782.2117	8649.7207	574.9843	6449.7587	11845.166000000001	20868.8112	18289.6252	21059.9833	8436.6116	3648.5745	2554.5056	9794.6485	1546.8363	8036.4642	293.9708	397.1987	657.507	489.6653	626.825	1095.3423	637.0455	467.33099999999996	768.2303	900.2789	943.4104	605.2504	592.5499	676.1067	1040.9053
PWY-5973	cis-vaccenate biosynthesis	18381.3245	26337.0599	11405.9338	16198.0732	3100.7977	18805.1391	35011.6095	21553.1789	39772.6286	6936.3428	22708.2306	15014.5191	35091.842000000004	27731.7692	36417.6731	21892.4056	18940.1234	19320.4392	27774.7984	20033.5659	28758.8456	31338.159	35325.2883	33670.8324	14328.9033	12831.7736	13149.5808	15683.9116	7940.8717	14506.633999999998	7089.4634	15212.2239	11857.1912	12315.9229	7644.9769	23129.4004	3997.9407	8388.6877	6029.3528	30818.9172	7003.5741	6989.4241	18803.5007	11476.2761	16658.1594
PWY-5989	stearate biosynthesis II (bacteria and plants)	584.8313	519.256	462.8324	652.0837	397.8977	12947.6392	18746.025	12055.6716	21068.786	1696.6529	6472.5032	11668.2886	29018.6561	16244.0213	25714.9251	376.7185	475.7997	6689.695	347.4411	4633.3913	19497.2885	17946.7854	20655.5066	18556.3441	6832.5248	2456.2248	1663.9722	7671.5312	1032.9382	5982.1997	179.1047	240.3991	408.1843	297.6499	413.2854	674.4323	409.1422	284.3916	502.6723	573.5205	599.9524	386.3864	361.8555	417.16	640.3552
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	19923.2845	27624.8389	12502.3237	18539.5041	3381.5319	15899.243	28339.4199	20882.5539	32928.1588	6703.9959	21817.1155	12447.7873	29643.0566	25050.9934	31229.0763	23053.6459	19806.9901	17997.2875	28352.4907	19712.4216	26748.2698	29520.5713	33145.9818	31043.3911	13338.8326	14234.3869	14155.7473	15736.4577	7978.2815	14607.3737	8467.1052	20134.4843	12218.8621	13318.1239	7452.8609	22754.7537	4252.4187	9679.6649	5638.9596	29243.6778	7649.9301	7741.5537	19162.8823	13912.5754	18528.576
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	20074.8684	28543.3553	12574.8251	18446.7191	3363.255	14792.5975	26203.5781	20363.5957	30587.0906	6676.1072	21198.2111	11756.9005	27649.388	23722.6609	29149.3855	23617.9168	20355.9462	17834.7168	29590.0183	19798.6005	25413.5837	28312.7873	31725.4524	29508.2839	13004.1204	14423.9903	14268.3892	15559.3814	7856.1263	14690.7162	8619.8518	20947.6364	12012.0147	13540.8167	7216.9084	21651.7398	4259.0954	10052.6728	5687.1547	27211.1861	7615.2591	7380.8375	19044.2475	13528.9447	18715.3936
